date,side,symbol,shares,price,value,rating,entry_date,entry_price,cost_basis,pnl,pnl_pct,holding_days
2026-05-28,BUY,MGM,479.14491016879794,42.93000030517578,20569.69113976992,83.75,,,,,,
2026-05-29,SELL,GS,20.488853708044125,1021.06005859375,20920.350167654306,83.75,2026-05-28,1003.9454345703125,20569.69113976992,350.6590278843869,0.01704736476117595,1.0
2026-05-29,SELL,MGM,479.14491016879794,43.66999816894531,20924.257349730873,83.75,2026-05-28,42.93000030517578,20569.69113976992,354.56620996095444,0.01723731326599396,1.0
2026-05-29,SELL,DELL,64.87838489746851,420.9100036621094,27307.96122478521,82.5,2026-05-28,317.04998779296875,20569.69113976992,6738.2700850152905,0.32758246291736304,1.0
2026-06-01,SELL,JBHT,75.47956835833415,279.4599914550781,21093.519528453045,83.75,2026-05-28,272.5199890136719,20569.69113976992,523.8283886831268,0.02546603082777188,4.0
2026-06-03,SELL,MS,100.93572705941894,210.13999938964844,21210.633622660018,79.0,2026-05-28,203.7899932861328,20569.69113976992,640.9424828900992,0.03115955794060933,6.0
2026-06-04,BUY,BNY,154.77950088437242,144.02000427246094,22291.34437865669,90.0,,,,,,
2026-06-04,BUY,HST,911.7113980808218,24.450000762939453,22291.34437865669,90.0,,,,,,
2026-06-04,BUY,NTRS,129.4052309851437,172.25999450683594,22291.34437865669,90.0,,,,,,
2026-06-04,BUY,STT,136.96678573675385,162.75,22291.34437865669,90.0,,,,,,
2026-06-04,BUY,GWW,17.288555234784013,1289.3699951171875,22291.34437865669,90.0,,,,,,
2026-06-05,SELL,HST,911.7113980808218,24.6200008392334,22446.335385888488,85.0,2026-06-04,24.450000762939453,22291.34437865669,154.991007231798,0.00695296813861964,1.0
2026-06-05,SELL,BNY,154.77950088437242,142.38999938964844,22039.05303645588,79.0,2026-06-04,144.02000427246094,22291.34437865669,-252.2913422008096,-0.01131790608566306,1.0
2026-06-05,SELL,NTRS,129.4052309851437,170.47000122070312,22059.709884002816,79.0,2026-06-04,172.25999450683594,22291.34437865669,-231.63449465387384,-0.010391230368126971,1.0
2026-06-05,SELL,STT,136.96678573675385,161.75,22154.377592919936,79.0,2026-06-04,162.75,22291.34437865669,-136.96678573675308,-0.0061443932411674,1.0
2026-06-09,SELL,GWW,17.288555234784013,1329.800048828125,22990.321595383517,90.0,2026-06-04,1289.3699951171875,22291.34437865669,698.9772167268275,0.03135644063693519,5.0
2026-06-11,BUY,KIM,867.4935727739854,25.75,22337.959498930126,100.0,,,,,,
2026-06-11,BUY,CSX,471.56343682951695,47.369998931884766,22337.959498930126,90.0,,,,,,
2026-06-11,BUY,FRT,179.10486914926437,124.72000122070312,22337.959498930126,90.0,,,,,,
2026-06-11,BUY,MAR,56.28249306981668,396.8900146484375,22337.959498930126,90.0,,,,,,
2026-06-11,BUY,MNST,242.72476143893297,92.02999877929688,22337.959498930126,90.0,,,,,,
2026-06-12,SELL,MAR,56.28249306981668,402.5400085449219,22655.955241253512,90.0,2026-06-11,396.8900146484375,22337.959498930126,317.99574232338637,0.014235666527133633,1.0
2026-06-12,SELL,MNST,242.72476143893297,92.83000183105469,22532.14004881846,90.0,2026-06-11,92.02999877929688,22337.959498930126,194.1805498883332,0.008692850835262436,1.0
2026-06-15,SELL,CSX,471.56343682951695,47.38999938964844,22347.390983531328,79.0,2026-06-11,47.369998931884766,22337.959498930126,9.4314846012021,0.00042221782171526545,4.0
2026-06-15,SELL,FRT,179.10486914926437,124.70999908447266,22336.168067629354,79.0,2026-06-11,124.72000122070312,22337.959498930126,-1.7914313007713645,-8.019672973519201e-05,4.0
2026-06-15,SELL,KIM,867.4935727739854,25.350000381469727,21990.962400743065,79.0,2026-06-11,25.75,22337.959498930126,-346.99709818706106,-0.015533965768166087,4.0
2026-06-18,BUY,IEX,99.46438481702776,224.92999267578125,22372.52334839514,100.0,,,,,,
2026-06-18,BUY,HST,894.5431085026179,25.010000228881836,22372.52334839514,95.0,,,,,,
2026-06-18,BUY,GWW,16.38520502146165,1365.4100341796875,22372.52334839514,95.0,,,,,,
2026-06-18,BUY,CAT,22.694328764051157,985.8200073242188,22372.52334839514,93.75,,,,,,
2026-06-18,BUY,C,156.3855985614142,143.05999755859375,22372.523348395138,89.0,,,,,,
2026-06-22,SELL,GWW,16.38520502146165,1341.4200439453125,21979.442439942042,84.0,2026-06-18,1365.4100341796875,22372.52334839514,-393.08090845309925,-0.01756980660303105,4.0
2026-06-22,SELL,CAT,22.694328764051157,1022.280029296875,23199.95907378713,77.5,2026-06-18,985.8200073242188,22372.52334839514,827.435725391988,0.03698446136391418,4.0
2026-06-23,SELL,C,156.3855985614142,144.97000122070312,22671.22041434861,79.0,2026-06-18,143.05999755859375,22372.523348395138,298.6970659534709,0.013351067347300254,5.0
2026-06-23,SELL,HST,894.5431085026179,24.81999969482422,22202.559680042083,79.0,2026-06-18,25.010000228881836,22372.52334839514,-169.9636683530589,-0.007596982499752357,5.0
2026-06-23,SELL,IEX,99.46438481702776,221.1699981689453,21998.5378078573,79.0,2026-06-18,224.92999267578125,22372.52334839514,-373.9855405378403,-0.01671628786408966,5.0
2026-06-26,BUY,MNST,232.52069435393852,96.37999725341797,22410.343883195434,100.0,,,,,,
2026-06-26,BUY,SPG,98.77184513852961,226.88999938964844,22410.343883195434,100.0,,,,,,
2026-06-26,BUY,CSX,470.2128400114188,47.65999984741211,22410.343883195434,90.0,,,,,,
2026-06-26,BUY,PSA,69.08456756131343,324.3900146484375,22410.343883195434,90.0,,,,,,
2026-06-26,BUY,BNY,156.10437631867953,143.55999755859375,22410.343883195434,89.0,,,,,,
